BL record ID,Type of resource,Content type,Material type,Name,Dates associated with name,Type of name,All names,Title,Country of publication,Place of publication,Publisher,Date,Page Count,BL shelfmark,Citations
1199675,Monograph,Language material ; Text,Volume,"Farinelli, Arturo",,person,"Dante Alighieri, 1265-1321 [person] ; Farinelli, Arturo [person] ; Michelangelo Buonarroti, 1475-1564 [person]","Michelangelo e Dante e altri brevi saggi ... La natura nel pensiero e nell'arte di Leonardo da Vinci, etc",,Torino,,1918,455,07807.h.70,36
1206893,Monograph,Language material ; Text,Volume,"Favaro, Antonio",,person,"Favaro, Antonio [person]","Note vinciane, etc [An extract from 'Atti del Reale Istituto Veneto di Scienze, Lettre ed Arti.']",,Venezia,,1920,28,10609.aa.8,3
1212850,Monograph,Language material ; Text,Volume,"Feldhaus, Franz M. ",1874-1959,person,"Feldhaus, Franz M. , 1874-1959 [person]",Leonardo der Techniker und Erfinder ... Mit 9 Tafeln und 131 Abbildungen im Texte,,Jena,,1913,166,1805.aa.11,9
1212853,Monograph,Language material ; Text,Volume,"Feldhaus, Franz M. ",1874-1959,person,"Feldhaus, Franz M. , 1874-1959 [person]",Ruhmesblätter der Technik von den Urerfindungen bis zur Gegenwart ... Mit dem Bildnis Leonardo da Vincis und 231 Abbildungen und Tafeln nach den Originalen,,Leipzig,,1910,631,7957.df.30,5
1217140,Monograph,Language material ; Text,Volume,"Ferbach, Manfred",,person,"Michelangelo Buonarroti, 1475-1564 [person] ; Ferbach, Manfred [person]",Michelangelo und der geistige Umbruch der Zeiten. Leonardo da Vinci und Michelangelo 1505-1514,,Wien,,1960,32,Ac.9233.fi. ,44
1224030,Monograph,Language material ; Text,Volume,"Ferrero, Leo Cesare Vincenzo",,person,"Ferrero, Leo Cesare Vincenzo [person]","Léonard de Vinci; ou, l'Œuvre d'art ... Précédé d'une étude, Léonard et les philosophes, de Paul Valéry",,Paris,,1929,239,07805.ee.41,1
1224031,Monograph,Language material ; Text,Volume,"Ferrero, Leo Cesare Vincenzo",,person,"Ferrero, Leo Cesare Vincenzo [person] ; Valéry, Paul, 1871-1945 [person]","Leonardo, o Dell' arte. Con una prefazione di Paul Valéry ... Seconda edizione [With a portrait.]",,Capolago,,1938,220,X.429/1702,45
1239783,Monograph,Language material ; Text,Volume,"Firpo, Luigi",,person,"Firpo, Luigi [person]",Leonardo architetto e urbanista [With reproductions from Leonardo's notebooks and a portrait.],,Torino,,1963,139,7825.m.3,1
1249017,Monograph,Language material ; Text,Volume,"Flandreysy, Jeanne de",,person,"Puvis de Chavannes, Pierre, 1824-1898 [person] ; Raphael, 1483-1520 [person] ; Flandreysy, Jeanne de [person]","Femmes et Déesses. La Vénus de Milo.-La Joconde [by Leonardo da Vinci] .-Les trois Grâces de Raphaël.-Les Muses de Puvis de Chavannes. Préface par Jules Claretie, etc [With four illustrations.]",,Paris,,1903,50,7808.d.15,33
1255904,Monograph,Language material ; Text,Volume,"Flora, Francesco",,person,"Flora, Francesco [person]",Leonardo e il Rinascimento. Commenti ai testi vinciani [Lecture notes.],,Milano,,1948,274,11869.i.34,9
1256281,Monograph,Language material ; Text,Volume,Accademia Toscana di Scienze e Lettere 'La Colombaria.' ,,organisation,"Accademia Toscana di Scienze e Lettere 'La Colombaria.'  [organisation] ; Convegno di Studi Vinciani, 1953  [organisation]","Atti del Convegno di Studi Vinciani indetto dalla Unione Regionale delle Provincie Toscane e dalle Università di Firenze, Pisa e Siena. Firenze, Pisca, Siena, 15-18 gennaio 1953",,Firenze,,1953,482,Ac.82/3,29
1256335,Monograph,Language material ; Text,Volume,Biblioteca Medicea Laurenziana ,,organisation,Biblioteca Medicea Laurenziana  [organisation],"Quinto centenario della nascita di Leonardo da Vinci. Mostra di disegni, manoscritti e documenti ... 15 aprile-31 ottobre 1952 [A catalogue.]",,Firenze,,1952,91,7960.e.49,22
1256574,Serial,Language material ; Text,Volume,Istituto Tecnico Industriale 'Leonardo da Vinci' ,,organisation,Istituto Tecnico Industriale 'Leonardo da Vinci'  [organisation],Bollettino,,Firenze,,1958,56,P.P.8006.cv,0
1256778,Monograph,Language material ; Text,Volume,Società Leonardo da Vinci ,,organisation,"Società Leonardo da Vinci  [organisation] ; Giglioli, Odoardo Hillyer [person]",Incisori toscani del Seicento.  [By Odoardo H. Giglioli.],,Firenze,,1942,49,X.429/705,10
1256779,Monograph,Language material ; Text,Volume,Società Leonardo da Vinci ,,organisation,"Società Leonardo da Vinci  [organisation] ; Giglioli, Odoardo Hillyer [person]",Incisori toscani del Settecento.  [By Odoardo H. Giglioli.],,Firenze,,1943,48,X.429/704,15
1256780,Monograph,Language material ; Text,Volume,Società Leonardo da Vinci ,,organisation,Società Leonardo da Vinci  [organisation],The Leonardo da Vinci Society and the Protection of Monuments in War-time [With plates.],,Florence,,1917,17,07709.d.15,22
1256781,Monograph,Language material ; Text,Volume,Società Leonardo da Vinci ,,organisation,"Società Leonardo da Vinci  [organisation] ; Maravigna, Pietro [person]","La Nostra guerra. Raccolta delle conferenze tenute nella Sede sociale da Pietro Maravigna, Giuseppe Fioravanzo, Franco Garofalo, Eugenio Cannarsa, Amedeo Giannini, etc",,Firenze,,1942,124,8029.bb.32,38
1295761,Monograph,Language material ; Text,Volume,Centre national de la recherche scientifique ,,organisation,Centre national de la recherche scientifique  [organisation],"Léonard de Vinci et l'expérience scientifique au XVIe siècle. Paris, 4-7 juillet 1952 [With illustrations, including facsimiles.]",,Paris,,1953,273,Ac.5279.b/6. ,28
1306303,Monograph,Language material ; Text,Volume,"Francis, Florence Beatrice Kay",,person,"Francis, Florence Beatrice Kay [person]",Leonardo da Vinci [With reproductions.],England,London,Hutchinson,1966,94,X.0708/18. ,9
1313240,Monograph,Language material ; Text,Volume,"Franzero, Carlo Maria",1892-1986,person,"Franzero, Carlo Maria, 1892-1986 [person]",Leonardo [A biography of Leonardo da Vinci. With reproductions.],,Milano,,1968,303,X.429/3764,10
1313241,Monograph,Language material ; Text,Volume,"Franzero, Carlo Maria",1892-1986,person,"Franzero, Carlo Maria, 1892-1986 [person]",Leonardo,England,London,W. H. Allen,1969,308,X.429/4109,38
1325270,Monograph,Language material ; Text,Volume,"Freud, Sigmund",1856-1939,person,"Farrell, Brian Anthony [person] ; Tyson, Alan [person] ; Freud, Sigmund, 1856-1939 [person]",Leonardo da Vinci and a memory of his childhood. Translated by Alan Tyson with an introduction by Brian Farrell,England,Harmondsworth,Penguin,1963,191,012209.d.4/519 ; W25/4379,20
1325271,Monograph,Language material ; Text,Volume,"Freud, Sigmund",1856-1939,person,"Brill, A. A. , 1874-1948 [person] ; Freud, Sigmund, 1856-1939 [person]",Leonardo da Vinci: a psycho-sexual study of an infantile reminiscence ... Translated by A. A. Brill,United States of America,New York,"Moffatt, Yard",1916,130,10634.aaa.1,45
1325272,Monograph,Language material ; Text,Volume,"Freud, Sigmund",1856-1939,person,"Brill, A. A. , 1874-1948 [person] ; Freud, Sigmund, 1856-1939 [person]",Leonardo da Vinci ... Translated by A. A. Brill ... Reprint of the American edition. With ... four plates [including portrait],England,Berlin ; London,Kegan Paul,1922,130,10634.cc.4,17
1328195,Monograph,Language material ; Text,Volume,"Friedenthal, Richard",,person,"Shenfield, Margaret [person] ; Friedenthal, Richard [person]",Leonardo da Vinci: a pictorial biography. ,England,London,Thames & Hudson,1959,143,7874.b.56,26
1341843,Monograph,Language material ; Text,Volume,"Fumagalli, Giuseppina",,person,"Fumagalli, Giuseppina [person]",Leonardo ieri e oggi,,Pisa,,1959,279,7871.gg.51,44
1344050,Monograph,Language material ; Text,Volume,"Fusero, Clemente",,person,"Fusero, Clemente [person]",Leonardo,,Varese,,1939,394,10635.c.33,30
1351748,Monograph,Language material ; Text,Volume,"Galbiati, Giovanni",,person,"Bossi, Giuseppe [person] ; Galbiati, Giovanni [person]",Il Cenacolo di Leonardo da Vinci del pittore Giuseppe Bossi nei giudizi d'illustri contemporanei [With a reproduction in colours and other plates and portraits.],,Milano ; Roma,,1920,95,Ac.2000,29
1351750,Monograph,Language material ; Text,Volume,"Galbiati, Giovanni",,person,"Galbiati, Giovanni [person]","Dizionario Leonardesco. Repertorio generale delle voci e cose contenute nel Codice Atlantico. Con aggiunta di sei disegni inediti del codice stesso, di passi trascritti e di indici speciali [With a portrait.]",,Milano,,1939,196,RF.2008.b.72,37
1354845,Monograph,Language material ; Text,Volume,"Gallenburg, Hugo von, count",,person,"Gallenburg, Hugo von, count [person]","Leonardo da Vinci, etc",,Leipzig,,1834,56,10630.d.39,5
1360954,Monograph,Language material ; Text,Volume,"Gantner, Joseph",,person,"Gantner, Joseph [person]","Leonardos Visionen von der Sintflut und vom Untergang der Welt. Geschichte einer künstlerischen Idee [With reproductions, including a portrait.]",,Bern,,1958,264,7805.t.2,11
1360955,Monograph,Language material ; Text,Volume,"Gantner, Joseph",,person,"Gantner, Joseph [person]","Lionardo da Vinci. Gedenkrede, etc",,Basel,,1952,30,Ac.604.f,34
1360956,Monograph,Language material ; Text,Volume,"Gantner, Joseph",,person,"Gantner, Joseph [person] ; Angelloz, Joseph François [person] ; Niemann, R. [person]",Lionardo da Vinci.  Ger. & Fr [With a portrait.],,Saarbrücken,,1954,46,Ac.2634/3,24
1388768,Monograph,Language material ; Text,Volume,"Gengaro, Maria Luisa",,person,"Gengaro, Maria Luisa [person]",Orientamenti della critica d'arte nel Rinascimento cinquecentesco [With special reference to Leonardo da Vinci.],,Messina ; Milano,,1941,152,X.429/249,22
1390279,Monograph,Language material ; Text,Volume,"Gentile, Giovanni, Professor in the University of Rome",,person,"Gentile, Giovanni, Professor in the University of Rome [person]",Il Pensiero di Leonardo. ,,Firenze,,1941,33,012211.dd.1/20,21
1407999,Monograph,Language material ; Text,Volume,"Gerts, Karl Karlovich",,person,"Rio, Alexis François [person] ; Gerts, Karl Karlovich [person]","Леонардо да Винчи [A review of] Léonard de Vinci et son école, par A. F. Rio. Rus",,Moscow,,1855,49,7806.f.20. ,14
1413177,Monograph,Language material ; Text,Volume,"Gianotti, Agostino",,person,"Gianotti, Agostino [person]","Geografia e geologia negli scritti di Leonardo da Vinci, etc",,Milano,,1953,45,12356.ss.40/6,13
1419416,Monograph,Language material ; Text,Volume,"Giglioli, Odoardo Hillyer",,person,"Giglioli, Odoardo Hillyer [person]","Leonardo. Iniziazione alla conoscenza di lui e delle questioni vinciane, etc",,Firenze,,1944,185,L.R.276.d.13,13
1424563,Monograph,Language material ; Text,Volume,"Gillette, Henry Sampson",,person,"Gillette, Henry Sampson [person]",Leonardo da Vinci: pathfinder of science ... Illustrated by the author,England,London,Chatto & Windus,1963,168,010608.t.1/15,43
1424643,Monograph,Language material ; Text,Volume,"Gillian, Michael",,person,"Gillian, Michael [person]","Leonardo da Vinci, etc [With illustrations.]",,Auckland,Whitcombe & Tombs,1938,84,12848.gg.1/556,33
1448590,Monograph,Language material ; Text,Volume,"Goethe, Johann Wolfgang von",1749-1832,person,"Mazzucchetti, Lavinia [person] ; Noehden, Georg Heinrich [person] ; Bossi, Giuseppe [person] ; Goethe, Johann Wolfgang von, 1749-1832 [person]","Goethe e il Cenacolo di Leonardo [An edition, by Lavinia Mazzucchetti, of Goethe's 'Joseph Borsi über Leonards da Vinci Abendmahl zu Mailand', extracted from 'Über Kunst und Altertum', Bd. I. Including a French translation, the English version by G. H. Noehden, 'Recensione di Goethe in 'Kunst und Altertum' alla versione inglese del suo raggio sul Cenacolo', and an introduction by L. Mazzucchetti. With reproductions.]",,Milano,,1939,170,7869.ppp.30,33
1448591,Monograph,Language material ; Text,Volume,"Goethe, Johann Wolfgang von",1749-1832,person,"Noehden, Georg Heinrich [person] ; Bossi, Giuseppe [person] ; Goethe, Johann Wolfgang von, 1749-1832 [person]","Observations on Leonardo da Vinci's Celebrated Picture of the Last Supper ... Translated ... with an introduction, and a few notes by G. H. Nochden [A review of Guiseppe Bossi's 'Del Cenacolo di Leonardo da Vinci.' Extracted from 'Über Kunst und Altertum,' Bd. I.]",England,London,J. Booth ; Rivington,1821,45,562*.d.24,1
1477939,Monograph,Language material ; Text,Volume,"Govi, Gilberto",,person,"Govi, Gilberto [person] ; Favaro, Antonio [person]",Gilberto Govi ed i suoi scritti intorno a Leonardo da Vinci [Edited with a biographical essay by Antonio Favaro.],,Roma,,1923,225,7854.f.56,20
1514869,Monograph,Language material ; Text,Volume,"Grifone, Domenico",,person,"Grifone, Domenico [person]","Leonardo da Vinci, pensatore e scrittore, etc",,Ostuni,,1910,294,10632.t.3,9
1520409,Monograph,Language material ; Text,Volume,"Gronau, Georg",1868-1938,person,"Pledge, Frederic [person] ; Gronau, Georg, 1868-1938 [person]",Leonardo da Vinci. ,,,,1903,190,7808.de.1/8,12
1520410,Monograph,Language material ; Text,Volume,"Gronau, Georg",1868-1938,person,"Pledge, Frederic [person] ; Gronau, Georg, 1868-1938 [person]",Leonardo da Vinci [Translated by F. Pledge.],England,London,Duckworth,1914,104,7860.f.6,43
1524597,Monograph,Language material ; Text,Volume,"Grothe, Hermann",,person,"Mallié, Augusto S. [person] ; Grothe, Hermann [person]",Leonardo da Vinci als Ingenieur und Philosoph. Ein Beitrag zur Geschichte der Technik und der induktiven Wissenschaft,,Berlin,,1874,56,10631.h.1,37
1541841,Monograph,Language material ; Text,Volume,"Gukovsky, Matvei Aleksandrovich",,person,"Gukovsky, Matvei Aleksandrovich [person]","Мадонна Литта, картина Леонардо да Винчи в Эрмитаже [With reproductions.]",,"Ленинград, Москва",,1959,85,7874.c.78,17
1541842,Monograph,Language material ; Text,Volume,"Gukovsky, Matvei Aleksandrovich",,person,"Gukovsky, Matvei Aleksandrovich [person]",Механика Леонардо да Винчи [With facsimiles and a portrait.],,Ленинград ; Москва,,1947,815,Ac.1125/226. ,43
1550269,Monograph,Language material ; Text,Volume,"Guzzo, Augusto",,person,"Piero, della Francesca, approximately 1416-1492 [person] ; Paccioli, Luca [person] ; Guzzo, Augusto [person]","Quattrocento [On Piero della Francesca, Luca Pacioli and Leonardo da Vinci.]",,,,,56,P.P.1235.fac,26
1563158,Monograph,Language material ; Text,Volume,"Hahn, Emily",1905-1997,person,"Hahn, Emily, 1905-1997 [person]",All about Leonardo da Vinci ... Illustrated by Mimi Korach,England,London,W. H. Allen,1959,143,12841.l.8/1,45
1563273,Monograph,Language material ; Text,Volume,"Hahn, Harry J.",,person,"Benton, Thomas Hart, 1889-1975 [person] ; Hahn, Harry J. [person] ; Duveen, Joseph, Baron Duveen [person]",The rape of La Belle ... With an introduction by Thomas Hart Benton ... Illustrated,,"Kansas City, Missouri",Frank Glenn Publishing,1946,274,X.421/9264,3
1605972,Monograph,Language material ; Text,Volume,"Hart, Ivor Blashka",,person,"Hart, Ivor Blashka [person]","Leonardo da Vinci, Supreme Artist and Scientist [With plates, including a portrait and reproductions.]",England,London,Weidenfeld & Nicolson,1964,124,10609.l.1/8,5
1605974,Monograph,Language material ; Text,Volume,"Hart, Ivor Blashka",,person,"Hart, Ivor Blashka [person]",The Mechanical Investigations of Leonardo da Vinci,England,London,Chapman & Hall,1925,240,8763.f.17,31
1605975,Monograph,Language material ; Text,Volume,"Hart, Ivor Blashka",,person,"Hart, Ivor Blashka [person]","The Mechanical Investigations of Leonardo da Vinci, etc.  [With plates, including facsimiles.]",United States of America,Berkeley ; Los Angeles,University of California Press,1963,240,08700.a.38,14
1605977,Monograph,Language material ; Text,Volume,"Hart, Ivor Blashka",,person,"Hart, Ivor Blashka [person]","The World of Leonardo da Vinci, man of science, engineer and dreamer of flight [With plates, including portraits and facsimiles, and with maps.]",England,London,Macdonald,1961,374,08700.l.8,11
1622410,Monograph,Language material ; Text,Volume,"Hawkins, John Sidney",,person,"Hawkins, John Sidney [person]",The Life of Leonardo da Vinci,,,,,67,1401.k.22,28
1631822,Monograph,Language material ; Text,Volume,"Heaton, Mary Margaret, Mrs",,person,"Heaton, Mary Margaret, Mrs [person]","Leonardo da Vinci and his works. Consisting of a life of Leonardo da Vinci by Mrs. C. W. Heaton, an essay on his scientific and literary works by C. C. Black, ... and an account of his most important paintings",England,London,,1874,78,10632.ee.33,40
1636036,Monograph,Language material ; Text,Volume,"Hefele, Karl Joseph von",1809-1893,person,"Hefele, Karl Joseph von, 1809-1893 [person]",Das Abendmahl von Leonardo da Vinci. Nebst einer lithogr. Abbildung,,Tübingen,,1867,45,D-7855.bbb.8,5
1639987,Monograph,Language material ; Text,Volume,"Heinemann, Friedrich Heinrich",,person,"Heinemann, Friedrich Heinrich [person]","Léonard de Vinci, sa phénoménologie du monde visible [An offprint from the 'Revue philosophique de la France et de l'étranger.']",,Paris,,1936,32,08467.i.8,23
1673638,Monograph,Language material ; Text,Volume,"Hevesy, André de",,person,"Hevesy, André de [person]",Pèlerinage avec Léonard de Vinci,,Paris,,1939,277,10635.c.24,5
1675418,Monograph,Language material ; Text,Volume,"Heydenreich, Ludwig Heinrich",,person,"Heydenreich, Ludwig Heinrich [person]",Arte e scienza in Leonardo. Conferenze milanesi a cura dell'Istituto germanica [With plates.],,Milano,,1945,26,7868.bb.8,12
1675419,Monograph,Language material ; Text,Volume,"Heydenreich, Ludwig Heinrich",,person,"Heydenreich, Ludwig Heinrich [person]","Leonardo da Vinci [With reproductions, including a self-portrait.]",United States of America,New York,Basel ; Holbein-Verlag ; Macmillan ; Nijmegen & Wageningen,1954,2,7869.g.38 ; f709.45 *1* ; q759.5 *1* ; qX22/8595 ; qX22/8596,4
1675420,Monograph,Language material ; Text,Volume,"Heydenreich, Ludwig Heinrich",,person,"Heydenreich, Ludwig Heinrich [person]",Leonardo: 'The Last Supper',England,London,Allen Lane,1974,123,X.421/7936,27
1675421,Monograph,Language material ; Text,Volume,"Heydenreich, Ludwig Heinrich",,person,"Heydenreich, Ludwig Heinrich [person]","Die Sakralbau-Studien Leonardo da Vinci's. Untersuchungen zum Thema: Leonardo da Vinci als Architekt. Zweite, vom Verfasser durchgesehene und ergänzte Auflage, etc",,München,Wilhelm Fink,1971,101,X.410/3595,5
1682023,Monograph,Language material ; Text,Volume,"Hildebrandt, Edmund",,person,"Hildebrandt, Edmund [person]",Leonardo da Vinci. Der Künstler und sein Werk ... Mit 296 Abbildungen,,Berlin,,1927,350,7869.g.25,28
1697902,Monograph,Language material ; Text,Volume,"Stevens Institute of Technology , John W. Lieb Memorial Library of Vinciana",,organisation,"Mabbott, Maureen Cobb [person] ; Stevens Institute of Technology , John W. Lieb Memorial Library of Vinciana [organisation]",Catalogue of the Lieb Memorial Collection of Vinciana. Compiled by Maureen Cobb Mabbott,United States of America,Hoboken,,1936,103,7804.ppp.37,13
1703531,Monograph,Language material ; Text,Volume,"Hoerth, Otto",,person,"Hoerth, Otto [person]",Das Abendmahl des Leonardo da Vinci: ein Beitrag zur Frage seiner künstlerischen Rekonstruktion ... Mit 25 Abbildungen in Lichtdruck auf 23 Tafeln,,,,1907,250,7807.t.1/8,11
1716547,Monograph,Language material ; Text,Volume,"Holmes, Charles John, Sir, k.c.v.o",,person,"Holmes, Charles John, Sir, k.c.v.o [person]",Leonardo da Vinci,England,London,,1919,28,Ac.1186/9,33
1744270,Monograph,Language material ; Text,Volume,"Houssaye, Arsène",,person,"Houssaye, Arsène [person]",Histoire de Leonardo de Vinci,,Paris,,1869,676,10631.cc.3,5
1780332,Monograph,Language material ; Text,Volume,,,,"Panofsky, Erwin, 1892-1968 [person]","The Codex Huygens and Leonardo da Vinci's Art Theory. The Pierpont Morgan Library Codex M.A. 1139 [A facsimile of selected folios, with an introduction by Erwin Panofsky.]",England,London,,1940,138,Ac.4569/6. ,44
1827036,Monograph,Language material ; Text,Volume,"Italy, Ministero della Pubblica Istruzione, Commissione Vinciana",,organisation,"Italy, Ministero della Pubblica Istruzione, Commissione Vinciana [organisation] ; Carusi, Enrico [person]",I Fogli mancanti al codice di Leonardo da Vinci su'l volo degli uccelli nella Biblioteca Reale di Torino. A cura di Enrico Carusi. ,,,8*. ff. 8. Roma,1926,23,RF.2008.b.65,12
1827038,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Italy, Reale commissione vinciana [organisation]",Il Codice Arundel 263 nel Museo Britannico : riproduzione fototipica con trascrizioni diplomatica e critica,Italy,Roma,Danesi,1923-1930,23,RF.2008.b.80,13
1827039,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Italy, Reale commissione vinciana [organisation]",Il Codice A2172 nell'Istituto di Francia : riproduzione fototipica con trascrizione critica,Italy,Roma,,1936,128,RF.2008.b.54,8
1827040,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Italy, Reale commissione vinciana [organisation] ; Institut de France, 2173, 1941 [organisation]",Il Codice B2173 nell'Istituto di Francia : riproduzione fototipica con trascrizione critica,Italy,Roma,La Libreria dello Stato,1941,170,RF.2008.b.55,0
1827041,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Italy, Reale commissione vinciana [organisation]",Il Codice Forster nel 'Victoria and Albert Museum' : riproduzione fototipica con trascrizione critica,Italy,Roma,,1930-1936,4,RF.2008.b.53,26
1827042,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Italy, Reale commissione vinciana [organisation] ; Venturi, Adolfo, 1856-1941 [person]",Disegni,Italy,Roma,Danesi,1928-1952,5,HS.74/1919,4
1827043,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Baratta, Mario, 1868-1935 [person] ; Italy, Reale commissione vinciana [organisation]",I disegni geografici di Leonardo da Vinci conservati nel castello di Windsor,Italy,Roma,La Libreria dello stato,1941,456,HS.74/1921,36
1827510,Monograph,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation] ; Museo Nazionale della Scienza e della Tecnica  [organisation],"Inaugurazione della mostra della scienza e tecnica di Leonardo, Milano, 15 febbraio 1953. Museo Nazionale della Scienza e della Tecnica, Milano",,Milano,,1953,22,12356.ss.41,29
1827511,Monograph,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Leonardo. Saggi e ricerche, etc [By various authors.]",,Roma,,1954,34,L.R.33.d.26,35
1827512,Monograph,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation] ; Museo Nazionale della Scienza e della Tecnica  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]",,Milano,,1953,453,12356.ss.40,16
1827513,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 1. Leonardo da Vinci. La vita [By Titina Strano.]",,,,,232,12356.ss.40/1,6
1827514,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 10. Vinci, Leonardo e la sua famiglia [By Renzo Cianchi.]",,,,,232,12356.ss.40/10,33
1827515,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 11. Leonardo architetto e urbanista [By G. U. Arata.]",,,,,232,12356.ss.40/11,34
1827516,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 12. Il Pensiero estetico di Leonardo da Vinci [By Giorgio Castelfranco.]",,,,,232,12356.ss.40/12,16
1827517,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 2. L'Ingegneria militare di Leonardo [By Ignazio Calvi.]",,,,,232,12356.ss.40/2,30
1827518,Monographic component part,Language material ; Text,Volume,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita ,,organisation,Comitato Nazionale per le Onoranze a Leonardo da Vinci nel V. Centenario della Nascita  [organisation],"Onoranze a Leonardo da Vinci nel quinto centenario della nascita ... Mostra della scienza e tecnica di Leonardo presso il Museo Nazionale della Scienza e della Tecnica, Milano [With plates.]. 3. La Visione scientifica di Leonardo da Vinci [By Carlo Zammattio.]",,,,,232,12356.ss.40/3,36
