BL record ID,Type of resource,Content type,Material type,Name,Dates associated with name,Type of name,All names,Title,Country of publication,Place of publication,Publisher,Date,Page Count,BL shelfmark,Citations
2135179,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Longman, Florence B. [person] ; Leonardo, da Vinci, 1452-1519 [person] ; Pedretti, Carlo [person]",Leonardo da Vinci on painting : a lost book  / reassembled from the Codex Vaticanus Urbinas 1270 and from the Codex Leicester by Carlo Pedretti,England,London,Peter Owen,1965,34,X.421/727 ; q72/16474,44
2135180,Monograph,Language material ; Text,Volume,,,,"Ludwig, Heinrich, writer [person]","Das Buch von der Malerei. Nach dem Codex Vaticanus Urbinas 1270 herausgegeben, übersetzt und erläutert von Heinrich Ludwig, etc",,Wien,,1882,234,2262.b,6
2135181,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Giffart, Pierre François [person]",A Treatise of Painting,England,London,J. Senex ; W. Taylor,1721,43,1578/5587 ; 554.b.67 ; E/01901,38
2135182,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Giffart, Pierre François [person]",A treatise on painting ... Translated from the original Italian ... To which is added the life of the author [compiled by Pierre François Giffart] ... A new edition [With engravings after the original line drawings of Nicholas Poussin.],England,London,I. & J. Taylor,1796,23,1600/1559 ; 7869.f.25 ; RB.23.a.10530,29
2135183,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Rigaud, J. F. , 1742-1810 [person]","A Treatise on Painting ... Faithfully translated from the original Italian, and now first digested under proper heads, by John Francis Rigaud ... To which is prefixed a new life of the author, drawn up from the authentic materials till now inaccessible, by John Sidney Hawkins [With engravings of Nicholas Poussin's line drawings.]",England,London,J. Taylor,1802,124,1401.k.22,20
2135184,Monograph,Language material ; Text,Volume,,,,"Brown, John William, esq [person] ; Rigaud, J. F. , 1742-1810 [person]","A treatise on painting ... Faithfully translated from the original Italian, and digested under proper heads, by John Francis Rigaud ... To which is prefixed a life of the author, with a critical account of his works, by John William Brown",England,London,J. B. Nichols,1835,446,1560/1973,44
2135185,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Rigaud, J. F. , 1742-1810 [person]","A treatise on painting ... Faithfully translated from the original Italian, and digested under proper heads, by John Francis Rigaud ... To which is prefixed a life of the author, with a critical account of his works, by John William Brown",England,London,George Bell,1877,678,2500.b.17,43
2135186,Monograph,Language material ; Text,Volume,,,,"Brown, John William, esq [person] ; Rigaud, J. F. , 1742-1810 [person]",A treatise on painting ... Translated ... by John Francis Rigaud. With a life of Leonardo and an account of his works by John William Brown,England,London,G. Bell,1910,53,X.429/6188,3
2135187,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Fréart, Roland, sieur de Chambray, 1606-1676 [person] ; Errard, Charles, 1606-1689 [person] ; Lochon, René [person]",Traitté de la peinture ... Donné au public et traduit d'italien en françois par R. F. S. D. C.  [With engravings by René Lochon after drawings by Nicolas Poussin retouched by Charles Errard.],France,Paris,Iacques Langlois,1651,128,C.125.g.3,5
2135188,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Giffart, Pierre François [person] ; Fréart, Roland, sieur de Chambray, 1606-1676 [person]",Traitté de la peinture ... Donné au public et traduit d'italien en françois par R. F. S. D. C.  [With engravings by René Lochon after drawings by Nicolas Poussin retouched by Charles Errard.],,Paris,Pierre-François Giffart,1716,56,52.b.7,39
2135189,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Giffart, Pierre François [person] ; Fréart, Roland, sieur de Chambray, 1606-1676 [person]",Traitté de la peinture ... Donné au public et traduit d'italien en françois par R. F. S. D. C.  [With engravings by René Lochon after drawings by Nicolas Poussin retouched by Charles Errard.],France,Paris,Deterville,1796,5,54.b.34,0
2135190,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Fréart, Roland, sieur de Chambray, 1606-1676 [person] ; Gault de Saint-Germain, P. M. , 1756-1842 [person]",Traitté de la peinture ... Donné au public et traduit d'italien en françois par R. F. S. D. C.  [With engravings by René Lochon after drawings by Nicolas Poussin retouched by Charles Errard.],,Paris,,1803,6,57.d.17,45
2135191,Monograph,Language material ; Text,Volume,,,,"Poussin, Nicolas, approximately 1594-1665 [person] ; Péladan, Josephin Aimé [person]","Traité de la peinture traduit intégralement pour la première fois en français sur le Codex Vaticanus Urbinas 1270. Complété par de nombreux fragments tirés des manusgrits [sic] du maître, ordonné méthodiquement et accompagné de commentaires par Péladan. Ouvrage orné de 40 figures démonstratives de l'édition princeps et de 100 dessins esthétiques, etc",,Paris,,1910,246,7857.v.30,30
2135192,Monograph,Language material ; Text,Volume,,,,"Ludwig, Heinrich, writer [person]","Das Buch von der Malerei. Deutsche Ausgabe. Nach dem Codex Vaticanus 1270 übersetzt und ... geordnet von Heinrich Ludwig, etc",,Wien,,1882,567,2262.b,22
2135193,Monograph,Language material ; Text,Volume,,,,,"Alcuni precetti trà i molti, che vengon dati da Leonardo da Vinci nel suo libro del Trattato di pittura, etc",,,,,567,561*.c.3. ,37
2135194,Monograph,Language material ; Text,Volume,,,,,Dal Trattato della pittura di Lionardo da Vinci,,,,,567,1422.a.12,13
2135195,Monograph,Language material ; Text,Volume,,,,"Sarno, Antonio [person]",Precetti di pittura e figurazioni pittoriche ... dal 'Trattato.' Frammenti scelti a cura di Antonio Sarno,,Napoli,,1928,23,7853.p.12,38
2135196,Monograph,Language material ; Text,Volume,,,,"Richter, Irma Anne [person]","Paragone. A comparison of the arts [The first chapter of the 'Trattato della pittura', from Codex Vaticanus Urbinas 1270.] With an introduction and English translation by Irma A. Richter. Ital. & Eng",England,London,Oxford University Press,1949,66,7812.b.14,42
2135197,Monograph,Language material ; Text,Volume,,,,,Del moto e misura dell'acqua [With plates. Edited by Francesco Cardinali.],,,,,66,537.l.8,16
2135198,Monograph,Language material ; Text,Volume,"Leonardo, da Vinci",1452-1519,person,"Leonardo, da Vinci, 1452-1519 [person] ; Cardinali, Francesco [person]",Del moto e misura dell'acqua [With plates. Edited by Francesco Cardinali.],Italy,Bologna,spese di Francesco Cardinali,1828,78,8775.e.39,8
2135199,Monograph,Language material ; Text,Volume,,,,"Favaro, Antonio [person] ; Arconati, Luigi Maria [person] ; Carusi, Enrico [person]",Del moto e misura dell'acqua. Libri nove ordinati da F. Luigi Maria Arconati. Editi sul codice archetipo Barberiniano a cura di E. Carusi ed A. Favaro [With facsimiles.],,Bologna,,1923,990,Ac.4506/2,16
2135200,Monograph,Language material ; Text,Volume,,,,"Solmi, Edmondo [person]",Leonardo da Vinci. Frammenti letterari e filosofici. Trascelti dal Dr. Edmondo Solmi,,Firenze,,1899,6,12226.a.30,3
2135201,Monograph,Language material ; Text,Volume,,,,"Fumagalli, Giuseppina [person]","Leonardo prosatore. Scelta di scritti vinciani ... corredata di note, glossarietto, appendice sulle allegorie vinciane a cura di Giuseppina Fumagalli",,Milano,,1915,393,12227.bb.18,39
2135202,Monograph,Language material ; Text,Volume,,,,"Mottini, G. Edoardo [person]",Leonardo da Vinci scrittore. Prose scelte d'arte e di scienza. Con prefazione e commento di G. Edoardo Mottini [With plates.],,Milano,,1933,106,20001.aa.64,24
2135203,Monograph,Language material ; Text,Volume,,,,"Pettorelli, Arturo [person]","Leonardo da Vinci. Pagine scelte. Precedute da uno studio biografico-critico a cura di Arturo Pettorelli, etc [With plates.]",,Torino,,1935,274,20010.a.5,26
2135204,Monograph,Language material ; Text,Volume,,,,"Fumagalli, Giuseppina [person]","Leonardo, omo sanza lettere. A cura di Giuseppina Fumagalli",,Firenze,,1939,56,10635.e.17,35
2135205,Monograph,Language material ; Text,Volume,,,,"Fumagalli, Giuseppina [person]",L'Occhio nell'universo. A cura di G. Fumagalli,,Firenze,,1943,75,012211.dd.1/25,44
2135206,Monograph,Language material ; Text,Volume,,,,"Bertram, Ernst [person]",Worte Meister Leonardos. Ausgewählt von Ernst Bertram,,Wiesbaden,,1957,51,012213.de.1/446a,15
2135207,Monograph,Language material ; Text,Volume,,,,"Zamarripa Gaitán, Jesús [person]",Leonardo da Vinci. El hombre universal. Ensayo biográfico selección de Jesús Zamarripa Gaitán,,México,,1946,91,12214.ee.1/89,40
2135208,Monograph,Language material ; Text,Volume,,,,"Nardini, Bruno [person]",[Favole e leggende.] Fables of Leonardo da Vinci. Interpreted and transcribed by Bruno Nardini. Illustrated by Adriana Saviozzi Mazza,Scotland,Glasgow,Collins,1973,67,X.992/1431,5
2135209,Monograph,Language material ; Text,Volume,,,,"Mariette, Pierre Jean [person] ; Tubières De Grimoard De Pestels De Levis, Anne Claude Philippe de, Count de Caylus [person]","Recueil de testes de caractere & de charges dessinées par Leonard de Vinci ... & gravées par M. le C. de C [i.e. A. C. P. de Tubières de Grimoard de Restels de Levis, Count de Caylus.] ",France,Paris,,1730,67,562*.b.18. ,17
2135210,Monograph,Language material ; Text,Volume,,,,"Hollar, Wenceslaus, 1607-1677 [person]",Characaturas by Leonardo da Vinci from drawings by Winceslaus Hollar out of the Portland Museum,England,London,John Clarke,1786,56,1602/369,36
2135211,Monograph,Language material ; Text,Volume,,,,,"Imitations of Original Designs by Leonardo da Vinci: consisting of various drawings ... in His Majesty's collection. Published by John Chamberlaine [With a titlepage bearing the imprint: George Nicol, etc.: London, 1796.]",,,,,56,3.Tab.22,41
2135212,Monograph,Language material ; Text,Volume,,,,,Vie et choix de l'oeuvre de Léonard de Vinci,,plates,,,756,132.e.29,32
2135213,Monograph,Language material ; Text,Volume,,,,,"The Feast of the Passover ... of Leonardo da Vinci, etc [A description. With an engraving.]",England,London,,1818,756,7856.aaa.42. ,35
2135214,Monograph,Language material ; Text,Volume,,,,"Gerli, Carlo Giuseppe [person] ; Amoretti, Carlo [person] ; Vallardi, Giuseppe, the Elder [person]","Disegni di Leonardo da Vinci incisi sugli originali da Carlo Giuseppe Gerli, riprodotti con note illustrative da Giuseppe Vallardi [With 'Ragionamento intorno ai disegni di Leonardo da Vinci compresi in questo volume,' by Carlo Amoretti.]",Italy,Milano,,1830,756,1750.b.27 ; 74/561*.g.13,0
2135215,Monograph,Language material ; Text,Volume,,,,,Vie de Léonard de Vinci [With eight engravings of paintings by Leonardo. A new edition of the work published by Charles P. Landon in 1813.],,,,,756,1266.h.13,29
2135216,Monograph,Language material ; Text,Volume,,,,"Niessen, Johann [person] ; Sighart, Joachim [person]",The Lord's Supper [Photographs.] From the original crayon-drawings of Leonardo da Vinci in the possession of Her Royal Highness the Grand Duchess of Saxe-Weimar. By John Niessen ... With explanatory text by Dr J. Sighart,,Munich,Frederick Bruckmann,1867,756,1757.a.31,22
2135217,Monograph,Language material ; Text,Volume,,,,"Alford, Henry, Dean of Canterbury [person]","Our Lord and His Twelve Disciples. A series of photographs after the crayon drawings of Leonardo da Vinci. Edited, with a history of each disciple, by ... Henry Alford",England,London,Bell & Daldy,1869,56,4805.i.4,3
2135218,Monograph,Language material ; Text,Sheet,,,,,A photograph of a reproduction in alto rilievo of Leonardo's fresco of the Last Supper,,,,1870,65,1701.b.1. ,43
2135219,Monograph,Language material ; Text,Volume,,,,"Hind, Charles Lewis [person]",Drawings of Leonardo da Vinci [With an introduction by C. Lewis Hind.],England ; United States of America,London ; New York,Charles Scribner ; George Newnes,1907,76,Tab.502.b.16/9,5
2135220,Monograph,Language material ; Text,Volume,,,,"Popp, Anny E. [person]","Leoardo da Vinci. Zeichnungen. Herausgegeben von Anny E. Popp, etc",,München,,1928,56,7867.cc.19,9
2135221,Monograph,Language material ; Text,Volume,,,,"Bodmer, Heinrich [person]",Leonardo. Des Meisters Gemälde und Zeichnungen in 360 Abbildungen. Herausgegeben und eingeleitet von Heinrich Bodmer,England,London ; Stuttgart,A. Zwemmer,1931,75,7854.t.38,35
2135222,Monograph,Language material ; Text,Volume,,,,,"Leonardo da Vinci, 1452-1519 [Plates, with an introduction and explanatory text.]",England ; United States of America,London ; New York,Studio ; W. E. Rudge,1932,56,7871.t.3/2,2
2135223,Monograph,Language material ; Text,Volume,,,,"Nicodemi, Giorgio [person]","Leonardo da Vinci. Gemälde, Zeichnungen, Studien. Herausgegeben von Giorgio Nicodemi, etc",,"Zürich, Leipzig",,1939,56,7853.ppp.30,36
2135224,Monograph,Language material ; Text,Volume,,,,"Bottari, Stefano [person]",Leonardo. 144 tavole in rotocalco e 2 tricromie [With an introduction by Stefano Bòttari.],,Bergamo,,1942,56,7866.ss.29,10
2135225,Monograph,Language material ; Text,Volume,,,,"Bottari, Stefano [person]","Il Cenacolo di Leonardo. Testo di Stefano Bòttari, etc",,Bergamo,,1943,7,L.R.295.c.10,7
2135226,Monograph,Language material ; Text,Volume,,,,"Bodmer, Heinrich [person]",Disegni di Leonardo. A cura di Enrico Bodmer. Seconda edizione,,Firenze,,1943,7,7863.ppp.68,3
2135227,Monograph,Language material ; Text,Volume,,,,"Goldscheider, Ludwig, of Vienna [person]","Leonardo da Vinci [With a foreword and notes by Ludwig Goldscheider, and the 'Life of Leonardo da Vinci' by Giorgio Vasari.]",England ; United States of America,London ; New York,Oxford University Press ; Phaidon Press,1943,78,L.R.294.b.20,31
2135228,Monograph,Language material ; Text,Volume,,,,"Popham, Arthur Ewart, Keeper of Prints, Drawngs, British Museum [person]",The Drawings of Leonardo da Vinci. With an introduction and notes by A. E. Popham,England,London,Jonathan Cape,1946,89,7861.s.48,10
2135229,Monograph,Language material ; Text,Volume,,,,"Sérullaz, Maurice [person]",Mona Lisa ... With an essay by Maurice Serullaz,England,London ; Paris,Max Parrish,1948,36,W.P.7864/3,21
2135230,Monograph,Language material ; Text,Volume,,,,"Dumont, Henri [person]",Leonardo da Vinci. By Henry Dumont [With an introductory essay.],England,London,Corbeil ; Hyperion Press,1949,47,W.P.14167/16,30
2135231,Monograph,Language material ; Text,Volume,,,,,"Leonardo da Vinci, etc [With an introduction and notes.]",England,London,Medici Society,1950,675,7867.b.64,1
2135232,Monograph,Language material ; Text,Volume,,,,"Bernardi, Marziano [person]",Leonardo a Milano [Text by Marziano Bernardi.] Ital. & Fr,,Torino,,1952,128,7870.m.1,0
2135233,Monograph,Language material ; Text,Volume,,,,"Macfarland, Francis A. [person] ; Vallentin, Antonina [person]",Leonardo da Vinci. By Antonina Vallentin,England ; France,London ; Paris,A. Zwemmer ; Fernand Hazan,1952,567,W.P.3501/26,9
2135234,Monograph,Language material ; Text,Volume,,,,"Goldscheider, Ludwig, of Vienna [person]",Leonardo da Vinci. Landscapes and Plants. Edited by Ludwig Goldscheider,England,London,Phaidon Press,1952,889,7869.tt.10,23
2135235,Monograph,Language material ; Text,Volume,,,,"Clark, Kenneth, 1903-1983 [person]",Leonardo da Vinci. By Kenneth Clark,England,London,Phaidon Press,1954,46,W.P.C.973/3,16
2135236,Monograph,Language material ; Text,Volume,,,,"Ancona, Paolo d' [person]",Il Cenacolo di Leonardo. Testo di Paolo d'Ancona,,Milano,,1955,90,L.R.271.c.15,34
2135237,Monograph,Language material ; Text,Volume,,,,"Brion, Marcel, 1895-1984 [person] ; Norton, Lucy [person]",Leonardo da Vinci. By Marcel Brion. ,England ; France,London ; William Heinemann,,1955,567,W.P.B.572/11,29
2135238,Monograph,Language material ; Text,Volume,,,,"Goldscheider, Ludwig, of Vienna [person]","Leonardo da Vinci. Life and Work, Paintings and Drawings. With the Leonardo Biography by Vasari, etc [With a foreword and notes by Ludwig Goldscheider.] ",England,London,Phaidon Press,1959,192,7874.d.13,29
2135239,Monograph,Language material ; Text,Volume,,,,"Huard, Pierre, 1901-1983 [person]","Léonard de Vinci. Dessins anatomiques. Anatomie artistique, descriptive et fonctionelle. Choix et présentation par Pierre Huard, etc",,Paris,,1961,205,07874.c.31,40
2135240,Monograph,Language material ; Text,Volume,,,,"Colacicchi, Paul [person] ; Baroni, Costantino [person]",[Tutta la pittura di Leonardo.] All the Paintings of Leonardo da Vinci. Text by Constantino Baroni. Translated from the Italian by Paul Colacicchi,England,London,Oldbourne,1961,56,7758.m.2/2,24
2135241,Monograph,Language material ; Text,Volume,,,,"Huard, Pierre, 1901-1983 [person] ; Grmek, Mirko D. , 1924-2000 [person]",Léonard de Vinci. Dessins scientifiques et techniques. Choix et présentation par Pierre Huard ... et Mirko Drazen Grmek,,Paris,,1962,213,07874.c.30,31
2135242,Monograph,Language material ; Text,Volume,,,,,Leonardo da Vinci. Florentine school. ,England,London,Medici Society,1962,546,7866.s.12/24,32
2135243,Monograph,Language material ; Text,Volume,,,,"Jappel, Arnošt [person] ; Pečírka, Jaromír [person]",The Drawings of Leonardo and Michelangelo. Introduction and notes by Jaromír Pečírka. ,England,London ; Prague,Paul Hamlyn,1964,67,X.423/135,44
2135244,Monograph,Language material ; Text,Volume,,,,"Goldscheider, Ludwig, of Vienna [person]","Leonardo da Vinci. Life and work, paintings and drawings. With the Leonardo biography by Vasari, 1568, newly annotated, etc.  [With a forward and notes by Ludwig Goldscheider. With reproductions.]",England,London,Phaidon Press,1964,192,X.423/38,21
2135245,Monograph,Language material ; Text,Volume,,,,"Pečírka, Jaromír [person]",The drawings of Leonardo and Michelangelo. Introduction and notes by Jaromir Pečírka. ,England,London,Hamlyn,1966,78,X.423/422,0
2135246,Monograph,Language material ; Text,Volume,,,,,Leonardo da Vinci,England,London,Leisure Arts,1966,99,L.R.410.c.4,20
